Company Name,Exchange:Ticker,Industry Classifications,"Market Capitalization [Latest] ($USDmm, Historical rate)","Total Debt [Latest Quarter] ($USDmm, Historical rate)","EBITDA [LTM] ($USDmm, Historical rate)","EBIT [LTM] ($USDmm, Historical rate)","Interest Expense [LTM] ($USDmm, Historical rate)","Total Common Equity [Latest Quarter] ($USDmm, Historical rate)",S&P Entity Credit Rating - Issuer Credit Rating - Foreign Currency LT [Latest] (Rating)
Hullera Vasco Leonesa S.A. (BDM:HVL),BDM:HVL,Energy (Primary),4.59,24.1,5.49,-16.6,-2.01,83.7,
Challenger Deep Resources Corp. (TSXV:CDE),TSXV:CDE,Energy (Primary),4.47,0,-0.375,-2.01,,-0.049,
Azonto Petroleum Ltd (ASX:APY),ASX:APY,Energy (Primary),4.43,0,-5.45,-16.1,,32.5,
ArPetrol Ltd. (TSXV:RPT),TSXV:RPT,Energy (Primary),4.41,0.931,0.543,-0.502,-0.268,20.1,
Purepoint Uranium Group Inc. (TSXV:PTU),TSXV:PTU,Energy (Primary),4.38,0,-1.02,-1.03,,0.457,
Forte Energy NL (ASX:FTE),ASX:FTE,Energy (Primary),4.36,1.32,-3.64,-4.72,-0.063,24.4,
Blacksteel Energy Inc. (TSXV:BEY),TSXV:BEY,Energy (Primary),4.35,0,-0.692,-2.01,,0.337,
Uranium Resources Plc (AIM:URA),AIM:URA,Energy (Primary),4.32,1.3,-0.575,-0.438,-0.227,16,
Candax Energy Inc. (TSX:CAX),TSX:CAX,Energy (Primary),4.29,40.6,3.14,-3.82,-2.55,-18.5,
"Capital City Energy Group, Inc. (OTCPK:CETG)",OTCPK:CETG,Energy (Primary),4.29,,,,,,
Petrolimex Joint Stock Tanker Company (HOSE:PJT),HOSE:PJT,Energy (Primary),4.28,6.22,2.07,0.852,-0.301,5.99,
LGX Oil + Gas Inc. (TSXV:OIL),TSXV:OIL,Energy (Primary),4.26,17.6,6.05,-31.7,-0.894,38,
Ouhua Energy Holdings Limited (SGX:AJ2),SGX:AJ2,Energy (Primary),4.23,49.6,-15.7,-17.9,-3.11,5.5,
Gas2grid Limited (ASX:GGX),ASX:GGX,Energy (Primary),4.22,3.97,-0.637,-4.11,-0.358,6.66,
Pioneer Oil & Gas (OTCPK:POGS),OTCPK:POGS,Energy (Primary),4.22,0,-0.848,-0.89,,2.74,
Malabar Coal Limited (ASX:MBC),ASX:MBC,Energy (Primary),4.21,15.3,-18.6,-18.7,-0.175,17.1,
S.C. Dafora S.A. (BVB:DAFR),BVB:DAFR,Energy (Primary),4.16,54.3,-17.3,-31.7,-2.85,-16.7,
Pryme Energy Limited (ASX:PYM),ASX:PYM,Energy (Primary),4.16,0,-15.7,-18.5,-0.548,4.37,
Orca Energy Limited (ASX:OGY),ASX:OGY,Energy (Primary),4.14,0,1.28,-1.93,-0.025,5.54,
Caiterra International Energy Corporation (TSXV:CTI),TSXV:CTI,Energy (Primary),4.12,0,,-4.1,,6.66,
Méthanor SCA (ENXTPA:ALMET),ENXTPA:ALMET,Energy (Primary),4.1,0,-0.045,-0.048,,6.39,
East Energy Resources Limited (ASX:EER),ASX:EER,Energy (Primary),4.08,15.8,-0.643,-0.72,-1.5,43.8,
KFG Resources Ltd. (TSXV:KFG),TSXV:KFG,Energy (Primary),4.05,0,1.06,0.647,,2.63,
"The American Energy Group, Ltd. (OTCPK:AEGG)",OTCPK:AEGG,Energy (Primary),4.03,0.735,-1.59,-1.59,-0.036,3.89,
"LianDi Clean Technology, Inc. (OTCPK:LNDT)",OTCPK:LNDT,Energy (Primary),4.01,0,8.63,8.34,-0.573,153.2,
"BlueFire Renewables, Inc. (OTCPK:BFRE)",OTCPK:BFRE,Energy (Primary),4,0.614,-0.153,-0.154,-0.198,-2.51,
3MV Energy Corp. (TSXV:TMV),TSXV:TMV,Energy (Primary),3.98,4.84,0.889,-3.22,-0.494,5.14,
"Anterra Energy, Inc. (TSXV:AE.A)",TSXV:AE.A,Energy (Primary),3.98,14.8,-1.97,-7.04,-0.655,28.1,
Coretrack Ltd. (ASX:CKK),ASX:CKK,Energy (Primary),3.97,0,-0.878,-0.898,-0.003,2.25,
Southern Online Bio Technologies Ltd. (BSE:532669),BSE:532669,Energy (Primary),3.97,,0.033,-1.17,-3.06,,
TERN plc (AIM:TERN),AIM:TERN,Energy (Primary),3.96,0.407,,-0.189,-0.051,1.47,
"World Health Energy Holdings, Inc. (OTCPK:WHEN)",OTCPK:WHEN,Energy (Primary),3.96,0.367,,-0.043,,-0.454,
Eurocontrol Technics Group Inc. (TSXV:EUO),TSXV:EUO,Energy (Primary),3.93,1.14,0.71,0.164,-0.089,4.42,
Uztel SA (BVB:UZT),BVB:UZT,Energy (Primary),3.92,2.03,2.35,0.444,-0.416,25.8,
Petrodorado Energy Ltd. (TSXV:PDQ),TSXV:PDQ,Energy (Primary),3.87,0,-4.14,-6.43,,84.5,
Cecon ASA (OB:CECON),OB:CECON,Energy (Primary),3.82,264.6,-4.52,-4.56,-8.68,4.35,
PetroFrontier Corp. (TSXV:PFC),TSXV:PFC,Energy (Primary),3.82,0,-2.55,-38.5,-0.002,9.31,
Metalore Resources Ltd. (TSX:MET),TSX:MET,Energy (Primary),3.82,0,0.52,0.274,,11.6,
Dalmac Energy Inc. (TSXV:DAL),TSXV:DAL,Energy (Primary),3.82,10.5,4.49,1.68,-0.558,10.2,
Forent Energy Ltd. (TSXV:FEN),TSXV:FEN,Energy (Primary),3.78,5.31,0.156,-4.66,-0.117,10.7,
Purthanol Resources Limited (OTCPK:PURT),OTCPK:PURT,Energy (Primary),3.7,,,,,,
"New Concept Energy, Inc. (AMEX:GBR)",AMEX:GBR,Energy (Primary),3.68,2.31,-0.158,-0.89,-0.091,6.29,
Resources and Energy Group Limited (ASX:REZ),ASX:REZ,Energy (Primary),3.67,0.161,-0.238,-0.417,-0.01,-1.02,
Buffalo Coal Corp. (TSX:BUF),TSX:BUF,Energy (Primary),3.67,18.6,5.19,-11,-3.82,20.7,
"BPZ Resources, Inc. (OTCPK:BPZR.Q)",OTCPK:BPZR.Q,Energy (Primary),3.65,214.3,23.5,0.325,-18.7,33.4,NR
Caspian Energy Inc. (OTCPK:CEKF.F),OTCPK:CEKF.F,Energy (Primary),3.63,8.61,-1.83,-1.83,-1.19,-8.82,
CanAm Coal Corp. (TSXV:COE),TSXV:COE,Energy (Primary),3.62,34.5,9.12,-5.31,-5.02,1.32,
"Daybreak Oil and Gas, Inc. (OTCPK:DBRM)",OTCPK:DBRM,Energy (Primary),3.6,15.7,1.69,1.21,-2.58,-4.79,
Odyssey Energy Limited (ASX:ODY),ASX:ODY,Energy (Primary),3.6,0,-0.324,-0.325,,3.51,
WHL Energy Limited (ASX:WHN),ASX:WHN,Energy (Primary),3.59,3.01,-1.89,-2.02,-0.705,21.9,
Mission NewEnergy Limited (ASX:MBT),ASX:MBT,Energy (Primary),3.59,12.5,-2,-2,-2.44,10.9,
Petroleum Pipeline & Tank Construction Joint Stock Company. (HOSE:PXT),HOSE:PXT,Energy (Primary),3.59,2.18,,,,1.67,
Yasynivs'kyi Koksokhimichnyi Zavod VAT (UKR:YASK),UKR:YASK,Energy (Primary),3.57,,,,,,
"National Automation Services, Inc. (OTCPK:NASV)",OTCPK:NASV,Energy (Primary),3.55,14.6,1.06,0.172,-0.798,0.118,
Opal Energy Corp. (TSXV:OPA),TSXV:OPA,Energy (Primary),3.55,0.018,,-0.084,-0.028,-0.064,
Australian Oil Company Limited (ASX:AOC),ASX:AOC,Energy (Primary),3.54,0,-0.689,-1.16,-0.006,2.3,
Chelsea Oil and Gas Ltd. (OTCPK:COGL.F),OTCPK:COGL.F,Energy (Primary),3.52,3.77,0.152,0.029,-0.416,8.72,
Modiin Energy- Limited Partnership (TASE:MDIN.L),TASE:MDIN.L,Energy (Primary),3.48,0,1.32,-14.2,-0.217,15.7,
Manhattan Corporation Limited (ASX:MHC),ASX:MHC,Energy (Primary),3.41,0,4.69,-0.463,,4.75,
"Citadel Exploration, Inc (OTCPK:COIL)",OTCPK:COIL,Energy (Primary),3.4,0.523,-1.52,-1.54,-0.289,1.15,
"Armada Oil, Inc. (OTCPK:AOIL)",OTCPK:AOIL,Energy (Primary),3.39,4.2,-1.4,-2.44,-0.701,14,
Australian Renewable Fuels Limited (ASX:ARW),ASX:ARW,Energy (Primary),3.33,11.4,2.7,1.53,-1.33,16.4,
Sunset Pacific Petroleum Ltd (TSXV:SPK),TSXV:SPK,Energy (Primary),3.33,0.124,,-0.825,-0.027,-0.769,
Resource Star Limited (ASX:RSL),ASX:RSL,Energy (Primary),3.27,0,-0.477,-0.606,-0.002,-0.135,
Delta International Oil & Gas Inc. (OTCPK:DLTZ),OTCPK:DLTZ,Energy (Primary),3.23,0.075,,-1.94,-0.02,4.09,
Nation Energy Inc. (OTCPK:NEGY),OTCPK:NEGY,Energy (Primary),3.2,0.984,,-0.113,-0.188,-1.76,
Brenham Oil & Gas Corp. (OTCPK:BRHM),OTCPK:BRHM,Energy (Primary),3.2,0.47,-0.159,-0.164,,-0.278,
Standard Exploration Ltd (TSXV:SDE),TSXV:SDE,Energy (Primary),3.2,0,0.15,-1.28,,6.12,
Butte Energy Inc. (TSXV:BEN),TSXV:BEN,Energy (Primary),3.18,9.41,-0.49,-3.46,-0.32,-7.76,
Northern Uranium Corp. (TSXV:UNO),TSXV:UNO,Energy (Primary),3.15,0,,-2.58,,1.09,
Anthem Resources Incorporated (TSXV:AYN),TSXV:AYN,Energy (Primary),3.12,0,-0.436,-3.32,,9.14,
Ikwezi Mining Limited (ASX:IKW),ASX:IKW,Energy (Primary),3.11,0,-0.863,-0.864,-0.02,21.1,
Uranium Equities Limited (ASX:UEQ),ASX:UEQ,Energy (Primary),3.1,0,-0.428,-1.68,,17,
Jatenergy Limited (ASX:JAT),ASX:JAT,Energy (Primary),3.09,0,-0.811,-0.82,-0.003,0.503,
Mozambi Coal Limited (ASX:MOZ),ASX:MOZ,Energy (Primary),3.07,0,-4.01,-0.674,-0.007,1.05,
Gray Fox Petroleum Corp. (OTCPK:GFOX),OTCPK:GFOX,Energy (Primary),3.07,0,,-1.81,0,-0.079,
Maverick Minerals Corp. (OTCPK:MVRM),OTCPK:MVRM,Energy (Primary),3.07,0.369,,-0.146,-0.016,-0.655,
High North Resources Ltd. (TSXV:HN),TSXV:HN,Energy (Primary),3.06,7.43,-4.63,-10.3,-1.41,3.43,
Gemmia Oiltech (India) Limited (BSE:511652),BSE:511652,Energy (Primary),3.06,,1.86,1.85,-0.759,,
"Radiant Oil & Gas, Inc. (OTCPK:ROGI)",OTCPK:ROGI,Energy (Primary),3.05,35.4,-4.98,-5.16,-4.1,-12.2,
Cal Dive International Inc (OTCPK:CDVI.Q),OTCPK:CDVI.Q,Energy (Primary),3.05,270.7,-20.3,-68.6,-29.5,164.9,
URU Metals Limited (AIM:URU),AIM:URU,Energy (Primary),3.05,0,-0.669,-0.678,-0.034,5.1,
Petrolimex Hanoi Transportation and Trading JSC (HASTC:PJC),HASTC:PJC,Energy (Primary),3.03,,,,,,
US Energy Group AB (OM:USE B),OM:USE B,Energy (Primary),3.03,,,,,,
Esrey Energy Ltd. (TSXV:EEL),TSXV:EEL,Energy (Primary),3.02,3.5,-1.61,-3.92,-0.267,7.74,
Triple Energy Limited (ASX:TNP),ASX:TNP,Energy (Primary),3,0,-0.648,-0.565,,3.84,
Coalbank Limited (ASX:CBQ),ASX:CBQ,Energy (Primary),3,1.64,-0.79,-3.4,-0.283,11.9,
Leed Resources PLC (AIM:LDP),AIM:LDP,Energy (Primary),3,0,,-0.354,,2.22,
Taipan Resources Inc (TSXV:TPN),TSXV:TPN,Energy (Primary),3,0,-3.2,-3.2,,13,
Petromin Resources Ltd. (TSXV:PTR),TSXV:PTR,Energy (Primary),2.99,0.007,-0.319,-0.399,-0.03,-0.391,
Oil Basins Limited (ASX:OBL),ASX:OBL,Energy (Primary),2.98,0,-1.46,-5.09,,4.34,
TN-K Energy Group Inc. (OTCPK:TNKY),OTCPK:TNKY,Energy (Primary),2.98,0.17,-0.188,-0.41,-0.015,-1.77,
S.C. Upet S.A. (RASDAQ:UPET),RASDAQ:UPET,Energy (Primary),2.95,3.34,-0.493,-0.853,-0.17,39.3,
SilverWillow Energy Corporation (TSXV:SWE),TSXV:SWE,Energy (Primary),2.95,0,39.5,-52.5,,14.4,
Zenith Energy Ltd. (TSXV:ZEE),TSXV:ZEE,Energy (Primary),2.94,2.64,-0.396,-1.63,-0.726,2.28,
Incremental Oil and Gas Limited (ASX:IOG),ASX:IOG,Energy (Primary),2.94,2.49,2.62,1.74,-0.135,14.4,
ADOS Pakistan Limited (KASE:ADOS),KASE:ADOS,Energy (Primary),2.94,0,0.345,0.275,-0.014,2.68,
Public Joint Stock Company GTL (MICEX:GTLC),MICEX:GTLC,Energy (Primary),2.94,0.771,,1.03,-0.058,724.6,
Empire Energy Corporation International (OTCPK:EEGC),OTCPK:EEGC,Energy (Primary),2.93,,,,,,
Aus Asia Minerals Limited (ASX:AQJ),ASX:AQJ,Energy (Primary),2.93,0.147,-9.57,-9.69,,-1.94,
Margaux Resources Ltd. (TSXV:MRL),TSXV:MRL,Energy (Primary),2.92,0.459,-0.629,-0.657,,0.923,
RDX Technologies Corporation (TSXV:RDX),TSXV:RDX,Energy (Primary),2.91,26.8,-11.3,-16.3,-2.02,28.2,
Aldrin Resource Corp. (TSXV:ALN),TSXV:ALN,Energy (Primary),2.91,0,-1.05,-1.05,,4.6,
Uraniumsa Limited (ASX:USA),ASX:USA,Energy (Primary),2.91,0,-0.468,-0.501,,13.3,
International Frontier Resources Corp. (TSXV:IFR),TSXV:IFR,Energy (Primary),2.9,0,-0.268,-0.442,,11.3,
Biomass Secure Power Inc. (OTCPK:BMSP.F),OTCPK:BMSP.F,Energy (Primary),2.88,0.286,-0.387,-0.388,-0.029,-0.823,
Claim Post Resources Inc. (TSXV:CPS),TSXV:CPS,Energy (Primary),2.88,0,-1.5,-1.5,,2.15,
Grand Gulf Energy Limited (ASX:GGE),ASX:GGE,Energy (Primary),2.86,0,3.04,0.152,,16.2,
PT Perdana Karya Perkasa Tbk (JKSE:PKPK),JKSE:PKPK,Energy (Primary),2.82,11.1,0.731,-0.826,-1.48,13.2,
Highlands Natural Resources Plc (LSE:HNR),LSE:HNR,Energy (Primary),2.82,,,,,,
Lakeland Resources Inc. (TSXV:LK),TSXV:LK,Energy (Primary),2.82,0,,-1.01,,4.12,
Tanager Energy Inc. (TSXV:TAN),TSXV:TAN,Energy (Primary),2.81,0.198,,-0.965,,-0.414,
Maxim Resources Inc. (TSXV:MXM),TSXV:MXM,Energy (Primary),2.76,0.007,-0.717,-0.717,,1.87,
Mobius Resources Inc. (TSXV:MBS),TSXV:MBS,Energy (Primary),2.76,0,-4.16,-56.1,,13.9,
Tidelands Royalty Trust B (OTCPK:TIRT.Z),OTCPK:TIRT.Z,Energy (Primary),2.76,0,,0.501,,0.609,
Longreach Oil Ltd. (ASX:LGO),ASX:LGO,Energy (Primary),2.76,0.225,,-0.367,-0.001,0.871,
Quorum plc (AIM:QRM),AIM:QRM,Energy (Primary),2.73,0,,0.508,,4.31,
EnergyTek Corp. (OTCPK:ENTK),OTCPK:ENTK,Energy (Primary),2.73,0.218,-0.338,-0.359,-0.004,1.26,
Tamaska Oil and Gas Limited (ASX:TMK),ASX:TMK,Energy (Primary),2.73,0,-1.3,-1.05,,4.79,
Embassy Oil Development Corporation (OTCPK:BITC.F),OTCPK:BITC.F,Energy (Primary),2.72,,,,,,
"Humble Energy, Inc. (OTCPK:HUML)",OTCPK:HUML,Energy (Primary),2.71,,,,,,
Cubic Energy Inc. (OTCPK:CBNR),OTCPK:CBNR,Energy (Primary),2.71,75.7,22.4,13.2,-27.6,-7.48,
Ascent Resources plc (AIM:AST),AIM:AST,Energy (Primary),2.71,14.2,-3.7,-3.55,-1.51,38.7,
"Petrosonic Energy, Inc. (OTCPK:PSON)",OTCPK:PSON,Energy (Primary),2.7,0.2,-1.45,-1.51,-0.015,0.848,
Petrolimex Saigon Transportation and Service JSC (HASTC:PSC),HASTC:PSC,Energy (Primary),2.67,,,,,,
All Energy Corporation (OTCPK:AFSE),OTCPK:AFSE,Energy (Primary),2.65,,,,,,
Altai Resources Inc. (TSXV:ATI),TSXV:ATI,Energy (Primary),2.65,0,-0.34,-0.403,,19.9,
Abenteuer Resources Corp. (TSXV:ABU),TSXV:ABU,Energy (Primary),2.64,0,-0.379,-0.787,,0.807,
Saigon Petrolimex Gas Taxi Joint Stock Company (HASTC:PGT),HASTC:PGT,Energy (Primary),2.64,0,0.019,-0.047,,3.85,
Advance Energy Ltd. (ASX:AVD),ASX:AVD,Energy (Primary),2.63,0,-2.49,-2.56,-0.16,2.59,NR
Homeland Resources Ltd. (OTCPK:HMLA),OTCPK:HMLA,Energy (Primary),2.61,0.083,-0.519,-1.02,-0.091,-0.8,
Zeus Resources Limited (ASX:ZEU),ASX:ZEU,Energy (Primary),2.61,0,-0.848,-0.939,0,6.32,
Raya Group Limited (ASX:RYG),ASX:RYG,Energy (Primary),2.61,0.008,-1.48,-0.667,-0.002,3.69,
Brownstone Energy Inc. (TSXV:BWN),TSXV:BWN,Energy (Primary),2.6,0,-2.56,-14.1,,7.7,
Ginger Oil AB (OM:GOIL),OM:GOIL,Energy (Primary),2.59,3.77,0.39,-0.232,-0.105,5.2,
Perpetual Resources Limited (ASX:PEC),ASX:PEC,Energy (Primary),2.57,0.642,,-3.53,-0.067,0.489,
Independent Resources plc (AIM:IRG),AIM:IRG,Energy (Primary),2.54,0,-2.87,-2.88,-0.003,11.5,
Renascor Resources Limited (ASX:RNU),ASX:RNU,Energy (Primary),2.51,0,-0.675,-3.57,,3.8,
New Standard Energy Limited (ASX:NSE),ASX:NSE,Energy (Primary),2.51,12.3,-23.8,-24.6,-0.698,56.5,
Mec Resources Ltd (ASX:MMR),ASX:MMR,Energy (Primary),2.49,0.537,-1.4,-1.41,-0.002,0.885,
Dunes Exploration Ltd. (OTCPK:DYRF.F),OTCPK:DYRF.F,Energy (Primary),2.49,,,,,,
CanAlaska Uranium Ltd. (TSXV:CVV),TSXV:CVV,Energy (Primary),2.48,0,1.1,0.95,,2.6,
Cortus Energy AB (publ) (OM:CE),OM:CE,Energy (Primary),2.48,0.039,-2.2,-2.6,-0.011,7.06,
Aroway Energy Inc. (TSXV:ARW),TSXV:ARW,Energy (Primary),2.47,1.67,1.04,-1.33,-0.505,-1.94,
Cott Oil and Gas Limited (ASX:CMT),ASX:CMT,Energy (Primary),2.47,0,1.14,-1.37,0,4.68,
Mountainview Energy Ltd. (TSXV:MVW),TSXV:MVW,Energy (Primary),2.47,71.9,8.19,-6.08,-6.28,5.73,
Midwest Oil and Gas Inc. (OTCPK:MWOG),OTCPK:MWOG,Energy (Primary),2.44,3.4,,-0.617,-0.015,1.89,
Georex SA (ENXTPA:MLGEO),ENXTPA:MLGEO,Energy (Primary),2.44,,,,,,
GeoGlobal Resources Inc. (OTCPK:GGLR),OTCPK:GGLR,Energy (Primary),2.43,,,,,,
Forum Uranium Corp. (TSXV:FDC),TSXV:FDC,Energy (Primary),2.43,0,-3.45,-3.46,,5.46,
Hague and London Oil Plc (AIM:HNL),AIM:HNL,Energy (Primary),2.42,0,-1.89,-1.89,,9.13,
Continental Coal Limited (ASX:CCC),ASX:CCC,Energy (Primary),2.42,51.3,-2.19,-12.4,-6.34,6.93,
Gripen Oil & Gas AB (OM:GOG),OM:GOG,Energy (Primary),2.42,0,-0.547,-0.549,,2.76,
Chiron Refineries Ltd (TASE:CHR),TASE:CHR,Energy (Primary),2.41,0.658,,-1.46,,32.2,
Altitude Resources Inc. (TSXV:ALI),TSXV:ALI,Energy (Primary),2.4,0.027,-0.558,-0.567,-0.001,2.04,
Eclipse Metals Limited (ASX:EPM),ASX:EPM,Energy (Primary),2.4,0,-5.64,-0.393,,3.36,
Estrella International Energy Services Ltd (TSXV:EEN),TSXV:EEN,Energy (Primary),2.38,63.5,28,-9.2,-8.95,13.2,
Marenica Energy Ltd (ASX:MEY),ASX:MEY,Energy (Primary),2.37,1.31,-1.56,-1.57,-0.199,-1.32,
Clontarf Energy PLC (AIM:CLON),AIM:CLON,Energy (Primary),2.36,1.02,1.75,-3.87,-0.026,1.72,
International SoftRock Oil Company Limited (TSXV:SOF),TSXV:SOF,Energy (Primary),2.32,,,,,,
GeoPetro Resources Company (OTCPK:GEOR),OTCPK:GEOR,Energy (Primary),2.32,3.87,-1.6,-1.6,-0.345,11.2,
Newera Resources Limited (ASX:NRU),ASX:NRU,Energy (Primary),2.32,0,-0.268,-0.939,-0.031,1.35,
Additives and Petroleum Products Joint Stock Company (HASTC:APP),HASTC:APP,Energy (Primary),2.32,,,,,,
Greencastle Resources Ltd. (TSXV:VGN),TSXV:VGN,Energy (Primary),2.31,0,-0.976,-0.977,,4.48,
Skyharbour Resources Ltd. (TSXV:SYH),TSXV:SYH,Energy (Primary),2.28,0,-0.762,-1.01,,1.16,
Trap Oil Group PLC (AIM:TRAP),AIM:TRAP,Energy (Primary),2.28,2.48,8.03,-8.29,-0.446,64.8,
"WGI Holdings, Inc. (OTCPK:WGIH)",OTCPK:WGIH,Energy (Primary),2.27,0,,-0.01,,0.974,
"EFLO Energy, Inc. (OTCPK:EFLO)",OTCPK:EFLO,Energy (Primary),2.25,3.49,-2.47,-3.16,-0.801,26,
Daleco Resources Corp. (OTCPK:DLOV),OTCPK:DLOV,Energy (Primary),2.25,,,,,,
Stetson Oil and Gas Ltd. (TSXV:SSN),TSXV:SSN,Energy (Primary),2.24,0,-1.74,-1.74,-0.142,-1.47,
Araca Energy ASA (OTCNO:ARACA),OTCNO:ARACA,Energy (Primary),2.23,,,,,,
Triangle Energy (Global) Limited (ASX:TEG),ASX:TEG,Energy (Primary),2.22,0,-2.68,-2.72,-0.002,-0.296,
Petrichor Energy Inc. (TSXV:PTP),TSXV:PTP,Energy (Primary),2.22,4.27,-0.109,-1.39,-0.57,3.36,
Eagleford Energy Corp. (OTCPK:EGFD.F),OTCPK:EGFD.F,Energy (Primary),2.21,1.07,-0.408,-1.56,-0.354,-2.69,
Knol Resources Corp. (TSXV:NOL.H),TSXV:NOL.H,Energy (Primary),2.2,0,,-0.576,,4.39,
Jordan Oil Shale Energy Company. PLS (ASE:JOSE),ASE:JOSE,Energy (Primary),2.19,0,-0.517,-0.531,,2.28,
"Skye Petroleum, Inc. (OTCPK:SKPO)",OTCPK:SKPO,Energy (Primary),2.17,,,,,,
Marmota Energy Limited (ASX:MEU),ASX:MEU,Energy (Primary),2.16,0,-0.684,-5.86,,2.99,
Paternoster Resources plc (AIM:PRS),AIM:PRS,Energy (Primary),2.15,0,,-0.428,,4.22,
Pacific Coal Resources Ltd. (TSXV:PAK),TSXV:PAK,Energy (Primary),2.14,35.8,-7.77,-15.6,-9.27,129.3,
North Sea Energy Inc. (TSXV:NUK),TSXV:NUK,Energy (Primary),2.14,3.22,2.4,-7.87,-0.338,-2.87,
Redhill Resources Corp. (TSXV:RHR),TSXV:RHR,Energy (Primary),2.14,0,-1.09,-1.11,,4.32,
Kinetiko Energy Ltd. (ASX:KKO),ASX:KKO,Energy (Primary),2.12,0.435,-1.06,-1.11,-0.001,7.68,
Acacia Coal Limited (ASX:AJC),ASX:AJC,Energy (Primary),2.07,0,-0.056,-0.07,-0.027,9.76,
"GASE Energy, Inc. (OTCBB:GASE)",OTCBB:GASE,Energy (Primary),2.06,0.35,-0.492,-0.575,0,0.041,
Planet Gas Limited (ASX:PGS),ASX:PGS,Energy (Primary),2.05,0,-0.665,-0.666,,3.6,
Talon Petroleum Limited (ASX:TPD),ASX:TPD,Energy (Primary),2.05,0,-1.26,-9.94,,1.82,
Indus Energy NL (ASX:IND),ASX:IND,Energy (Primary),2.05,0,-1.14,-5.13,,1.74,
PetroMaroc Corporation plc (TSXV:PMA),TSXV:PMA,Energy (Primary),2.04,7.86,-3.78,-6.1,-0.633,30.8,
"Uracan Resources, Ltd. (TSXV:URC)",TSXV:URC,Energy (Primary),2.02,0,-0.723,-3.14,-0.004,1.56,
Waldron Energy Corporation (TSX:WDN),TSX:WDN,Energy (Primary),2.01,20.8,4.34,-25.4,-1.35,16.7,
Devin Energy Corp. (TSXV:DVC.H),TSXV:DVC.H,Energy (Primary),2.01,0,-0.067,-0.069,0,-0.106,
ADX Energy Ltd. (ASX:ADX),ASX:ADX,Energy (Primary),2,0,1.28,-3.19,,5.52,
Oracle Energy Corp. (TSXV:OEC),TSXV:OEC,Energy (Primary),2,0.364,-0.713,-0.714,-0.029,-0.307,
"Cleantech Biofuels, Inc. (OTCPK:CLTH)",OTCPK:CLTH,Energy (Primary),2,2.85,,-0.519,-0.196,-2.68,
"Matachewan Consolidated Mines, Ltd. (TSXV:MCM.A)",TSXV:MCM.A,Energy (Primary),2,0.097,0.504,0.313,,1.65,
3Legs Resources plc (AIM:3LEG),AIM:3LEG,Energy (Primary),1.95,0,-5.05,-3.81,,85.5,
Empire Petroleum Corp. (OTCPK:EMPR),OTCPK:EMPR,Energy (Primary),1.92,0,,-0.19,-0.003,0,
American Standard Energy Corp. (OTCPK:ASEN),OTCPK:ASEN,Energy (Primary),1.91,,,,,,
EGPI Firecreek Inc. (OTCPK:EFIR),OTCPK:EFIR,Energy (Primary),1.9,,,,,,
Sky Petroleum Inc. (OTCPK:SKPI),OTCPK:SKPI,Energy (Primary),1.9,0.433,-0.843,-0.851,-0.016,-9.42,
Canadian Quantum Energy Corp. (TSXV:CQM),TSXV:CQM,Energy (Primary),1.88,2,-0.885,-1.96,-0.307,-1.18,
Enterprise Uranium Limited (ASX:ENU),ASX:ENU,Energy (Primary),1.87,0,-0.519,-3.21,,3.67,
Duke Offshore Ltd (BSE:531471),BSE:531471,Energy (Primary),1.87,0.183,0.373,0.216,-0.02,1.72,
Hornby Bay Mineral Exploration Ltd. (TSXV:HBE),TSXV:HBE,Energy (Primary),1.86,1.17,,-0.338,-0.087,-1.52,
Enegi Oil Plc (AIM:ENEG),AIM:ENEG,Energy (Primary),1.85,0,-3.98,-4.02,-0.469,2.16,
Bass Strait Oil Company Ltd (ASX:BAS),ASX:BAS,Energy (Primary),1.84,0,0.682,-0.738,,3.75,
"Surge Global Energy, Inc. (OTCPK:SRGG)",OTCPK:SRGG,Energy (Primary),1.83,0,-0.891,-0.896,-0.001,1.73,
Top End Minerals Limited (ASX:TND),ASX:TND,Energy (Primary),1.81,0,-1.86,-2.11,,0.637,
"MOP Environmental Solutions, Inc. (OTCPK:MOPN)",OTCPK:MOPN,Energy (Primary),1.79,,,,,,
San Angelo Oil Limited (TSXV:SAO),TSXV:SAO,Energy (Primary),1.77,0.8,,-0.37,,0.26,
Roughrider Exploration Limited (TSXV:REL),TSXV:REL,Energy (Primary),1.72,0,,-1.41,,1.82,
MTGAS Joint Stock Company (HOSE:MTG),HOSE:MTG,Energy (Primary),1.71,4.58,,,,6.61,
James Bay Resources Limited (DB:8J8),DB:8J8,Energy (Primary),1.71,0.321,-3.9,-3.91,-0.031,2.78,
Bayshore Petroleum Corp. (TSXV:BSH),TSXV:BSH,Energy (Primary),1.71,0.346,-0.506,-0.545,-0.04,-0.794,
Baraka Energy and Resources Limited (ASX:BKP),ASX:BKP,Energy (Primary),1.7,0.012,-0.684,-0.685,-0.006,9.24,
Uranium Hunter Corporation (OTCPK:URHN),OTCPK:URHN,Energy (Primary),1.7,,,,,,
"Quantum Energy, Inc. (OTCPK:QEGY)",OTCPK:QEGY,Energy (Primary),1.69,,,,,,
International Coal Limited (ASX:ICX),ASX:ICX,Energy (Primary),1.68,0,-0.7,-0.687,-0.016,10.7,
